"ESC" "CESC" "MES" "CMES" "CM" "CP" "HB" "HE" "HP" "MAC"
"merge.105723" 0.994127708920443 0.57233930320217 1.46293918573719 1.3467710112503 0.413437819414824 1.19663191536915 1.9431765875759 0.885984277511341 1.49384843734668 6.00589530288022
"merge.105724" -0.423906277082649 -0.687730557756454 -0.578138532363001 -0.63232507845912 -0.364130375175592 -1.07788524861429 0.350114758758178 3.94491638781361 5.44753334003679 1.55147477155047
"merge.105727" 0.00744164027742467 -0.661038524240119 -0.755336517022805 0.259562560784814 -0.172438627486916 -0.482504712295198 -0.508340021394241 -0.0971284370199111 0.544602122275855 4.63851399711468
"merge.105728" -0.17264326869661 -0.406861496025832 0.928620335300795 1.45958275490334 1.26632486788055 1.39154865776589 0.873606521634727 3.02362375364341 3.95544646350413 7.38806876608087
"merge.105731" 0.034864921500396 0.185743595853139 1.24977471465953 2.20792297990485 1.69654595515374 2.27299031427656 2.38761678362251 6.66533438087387 6.02514606837024 2.7220689804464
"merge.105746" 1.14648284677889 0.978132178428053 2.20528662694099 3.05486390293187 1.11884087791641 0.676598548565772 5.10392623124925 2.00769228461726 1.35213945996274 1.63006856401991
"merge.105749" 1.6258234579561 1.77952129072859 4.97289606354218 3.05701200126862 1.75010705974488 0.564193654864391 5.38994861217019 2.46719464948899 1.95270471077068 0.728154609765219
"merge.105753" 0.197485648697051 0.443354247533911 0.136260726196805 0.185375889586212 0.365045931633434 0.0470276506055963 -0.384342515581444 -1.1926423492942 1.74270858079311 6.44731517868263
"merge.105754" 0.037889993756437 -0.166384410376701 0.811322353761046 0.215513654622451 -0.142974945894742 -0.439720080676425 0.462595656758613 -0.442964571055898 0.962504669141095 6.45029979847091
"merge.105756" 2.44662993542941 2.58049345345845 0.931023960472938 0.567664028964136 0.368831284328623 -0.213376287877385 0.487637698772694 -0.0458297549027328 1.11254665422385 2.0475076110636
"merge.105759" 0.721172768275799 0.304601555296852 0.78458799463482 2.34266837437881 2.6212404664303 2.1964925027349 0.386163603531144 4.26024117339104 3.28053720867516 0.0856448097720448
"merge.105761" 0.41617287990532 -0.131468556641337 0.160299176107322 1.75580516702383 1.30584562053702 0.677677006579352 1.57618515636814 0.428936934042383 0.385157927887207 4.54925000191937
"merge.105768" 3.23119261595822 -0.473117350286403 2.75880174021651 2.69381793365044 0.804377517944944 0.310065009969984 0.903932768044492 2.57246815129628 1.85357280216568 1.82125714760454
"merge.105769" 0.853309120948823 0.818960562315338 0.0913434459599709 0.88637352450654 2.83560452350256 0.636366607245033 0.660690691615976 1.75270146461818 1.68091140152015 3.73903765723331
"merge.105771" 0.485709849647549 0.657573385647673 1.65882256038926 2.30300658258577 0.876315938904749 2.18258710435527 3.50305258282957 2.5490511712892 4.66111688078203 1.33175578205007
"merge.105772" -0.604370049366793 0.570283631841716 0.851725790952987 0.869819132127478 0.656699625748551 1.51183023588327 2.63160624164942 4.30145372440585 5.02409814096115 -2.30395515352394
"merge.105780" 1.02500390430752 0.692831015576754 1.70658845728382 2.40144059483193 2.80976648355364 1.26115150290881 5.51797949370048 3.953671808175 3.87205937696551 0.922091520524924
"merge.105784" -1.14365230904468 -0.756878277018775 0.45031459447123 -0.219098937799729 0.138871825270676 2.11360058910368 -0.491944023805216 3.21894200311954 4.17025992658478 0.719668249910782
"merge.212503" 7.7541131666802 4.92205918320079 2.79795718954472 1.82145866283594 0.22103696163135 0.920011423610061 1.56446307389206 0.402663463988999 1.13056514331027 -0.254135652290924
"merge.212506" 3.78967743888433 3.41886706226525 1.87105542474816 0.742223834186369 -0.421595729416347 0.630304223037475 0.918899375989295 0.984417656480939 0.811791899725681 0.114572477947595
"merge.212508" 3.89136051588868 2.82513579884182 1.72546459666856 1.22073758147746 1.40765728263221 0.815989479473171 1.88499438055146 2.18842592180946 2.67205280328995 4.80916145970853
"merge.212509" 0.63449075418839 1.3780715167711 -0.0676256242427127 0.100223465572124 -0.441422323250173 -0.0715516919616478 -0.495462150562364 -0.316748147032233 1.15521178925889 5.73210677293974
"merge.212510" 0.826009648791744 0.814313712621389 1.28709827580952 0.222671986213537 0.744228712836416 0.118463093262349 0.230645527285178 0.300444639429307 0.768493765897731 7.02995880215913
"merge.212511" 0.0662074164872928 0.932215561411372 -0.838507467571963 0.142243176864283 -0.584452365396968 -0.03912281673793 -0.109828702405858 -1.7155928480564 1.56673224317387 4.70146740073482
"merge.212512" 0.790045303938917 1.65863045456133 0.284926427761027 0.0831442987775939 -0.914544951929398 -0.0922573688216975 0.103941109666934 0.0683596616896698 -0.361983752922239 5.71244855660902
"merge.212513" 0.123541900509502 -0.410493922214331 0.417698320322178 -0.317078853327298 -2.00811091998967 -1.10711635063318 -0.771786288684777 -0.646406362369463 0.898125420722796 7.15534535126449
"merge.212515" 6.61509361901455 4.35150081425251 1.58015363931292 2.01003389223961 0.146182439377611 0.427301890184458 1.35130181620482 0.759643107538249 0.67464796649213 -0.636304346155579
"merge.212519" 3.89068705899135 2.48868798109664 4.795254849275 1.43458092828308 1.34252803253952 0.994289246158061 3.53532286622052 3.55075560181799 5.22410194634104 3.08089533765547
"merge.212520" 7.42928278176218 4.54743437312433 3.59349575347813 3.4259849715832 2.01709271678544 2.75133413763731 3.78473353374056 3.24235891458223 2.77007951974062 0.841887736688201
"merge.212525" 9.0348134836324 4.84213412578912 7.25349962749347 3.71994478903493 2.80647423078473 2.69963035394798 5.8993970266685 3.40810277408191 4.12510967574018 -0.721551776106088
"merge.212527" 4.6409523359586 3.33788029094755 6.32161585389562 1.03395503542396 0.693117198095832 0.393315451889492 1.54533912025627 1.92963457087188 1.23704874037092 -1.15611181265258
"merge.212528" 5.22263099738597 3.72437866484356 6.66637295152259 2.12564245030705 1.04562087803015 0.995640890534979 4.08147908613084 2.0125027526622 1.76938061592993 1.92153419934568
"merge.212529" 4.04208447935969 3.89002530267765 3.46490340138637 2.29646162620269 0.254701699949826 0.893734418070534 3.59309870708648 1.31546152461876 0.763113959288737 1.37697801906263
"merge.212531" 5.02260836823181 2.89844739639716 4.29951478124211 2.40292147114694 1.35571667996346 2.05906338890419 4.14437167995673 3.19198479742689 2.36195385144222 3.92801100944843
"merge.212533" 4.87703839231612 3.22749603393178 4.92661987923794 3.22853780465299 1.72781158857823 2.85797442208933 3.69382147019213 1.89814076669975 1.82291504656403 -0.0162789542661645
"merge.212539" 5.45150559873794 3.96090268438069 5.02952586947964 1.88048896044245 2.70498247215359 2.0158960137331 4.31091577256444 5.5108208825549 4.61761952110247 2.08743765225981
"merge.212540" 5.10726889669923 4.19335348458058 4.8985173037815 2.82601810941846 3.57300041868943 3.45938131026082 5.26889628664761 5.77814253155057 5.35789261364734 1.80535458079419
"merge.212541" 3.56587876042085 3.60982780723805 4.34034984412171 2.41838040587538 2.55616302487531 2.91232818744373 3.49764674843911 3.39499349977769 4.12576235436692 -0.391460267331144
"merge.212544" 6.1310443042391 3.99919501625069 2.69400521438263 1.73344560539614 2.93236885985506 2.99908333453914 2.4817981957892 5.90960325278555 5.52028779454236 2.08577182779712
"merge.212545" 5.19742931785015 4.16383919936636 1.01356148539932 1.55186984675246 1.52750794896546 1.67747756148912 0.565289220734327 1.80521502117702 1.83950031432358 0.405225169609527
"merge.212546" 3.90881028406386 3.76150746805881 3.12535257915699 1.88752320466657 2.28727039176028 1.98929508999719 3.67287534789273 3.5726763785245 4.51873623834734 -0.0826095938323398
"merge.212550" 4.14173507461947 3.36243081018228 3.32995062081793 2.02870252597652 1.7642928945827 2.64444755452619 2.61985769576508 3.22651810543185 0.480968012689147 1.88962009979846
"merge.212552" 5.66666833867298 4.20445487770298 4.45427861629241 4.210754611883 3.19061671719548 3.43894526444189 5.31003789270879 6.6950916758088 4.57688019598003 2.6052291672672
"merge.212553" 4.61051206003071 2.29003001242879 4.43943829550018 1.08254177132569 1.88665863044778 1.63257847915179 3.12341148540539 4.64323286686993 4.42478414665408 1.11034953146448
"merge.212554" 5.4189230893014 3.69547028875321 6.80806371960078 3.7827828240541 3.78211025340815 4.10621342832453 6.38188917568958 7.08380200971059 7.4973334013198 4.60012485822265
"merge.248601" 0.11447482342533 0.372104187784005 1.06319448600691 1.6411588199066 2.93206607196962 2.61617039965253 -0.0702637805191607 4.25787120736364 3.15186983421632 0.563722355630891
"merge.248602" 0.516316490980843 1.2748719100154 2.51150636076215 2.81614631898288 3.40225846510655 3.41517733124669 2.6775212017169 2.85009924131813 2.84979546432207 1.90546882857483
"merge.248604" 1.90520058883758 1.74346354071573 2.15327018600175 3.08426943259772 3.46075618948507 2.15012743916702 3.126457774455 3.7136589951198 2.03947007048496 -1.60302673123114
"merge.248605" 2.59177903530711 1.0108773987668 4.13242889875913 3.12933927792077 1.74766706252368 1.74100688809497 3.889805166492 3.00464876802351 1.63226223180546 1.25972154567499
"merge.248606" 1.25409816792644 1.01271062628665 1.20404448344277 1.87401256151949 1.65788767582461 1.67483885628639 0.89780230696721 4.8537845175296 3.04641057347338 1.84785801551291
"merge.248607" 3.5777344427081 1.46376068237284 1.44782400698339 2.68850215006015 2.48484505833854 2.60279296702204 4.3863717223863 4.99334425445448 4.1006326957706 3.8087064547672
"merge.248608" 2.11448540703277 1.64603942945459 1.74446824130698 2.82300047098015 1.85192010385916 2.34230520153604 1.34582771559639 3.8857470426404 3.67199059041783 0.731885664795238
"merge.248610" 4.34096547697753 3.47945762542114 1.06855662434712 0.982587584252719 0.792334711182546 0.65322527090449 0.715251643843205 0.175186708333702 0.673043390796801 0.0149618204890647
"merge.248613" -0.496769793382944 -0.116422425083111 0.493316164471938 0.0246165388620973 2.11742062640093 3.24831845905278 0.439716906644162 6.02785692950957 3.81211931917616 1.09043258417652
"merge.248614" 3.14249949735542 0.468251664042198 2.40772073638888 0.730581281163157 1.78504510393942 1.55082228134028 1.89205069758189 5.09581055232682 2.88024040817672 1.16619280824373
"merge.248615" 1.59312809534979 1.9140329654036 3.956758072256 3.60982780723805 2.34871384880882 2.88409668913375 4.2887345749042 3.42934986531474 0.256333976195355 -0.684003431393409
"merge.248621" 2.37488276789226 2.48442580838573 -0.896826982830276 0.778862921829797 1.27712573573609 0.974151397475318 2.0457390583816 3.31171966373199 2.97494574024761 2.80880010690502
"merge.248625" 0.638147645731198 0.149753626307812 0.339312002299892 1.77182058931396 1.46331332574825 1.40916632101205 1.99383531831132 3.07700206863363 2.91998737078489 3.66416508899426
"merge.248626" 0.0667594801921445 0.272485228796663 0.786835894652712 2.61318271850672 1.59597413273681 0.70473860532869 1.03227181408147 2.84217599948765 2.156186229502 4.36851977675417
"merge.248628" -0.142422942107352 -0.291520599546269 0.261009228320557 -0.0588012248823737 0.88702593109606 0.598931565768274 -0.210655395793396 2.6703496919855 1.90672445280453 5.19167907223065
"merge.248629" 0.548229039918497 -0.151006865041865 0.910511692477542 0.81832738237571 1.50398212407115 1.93395003774085 1.15355540092566 4.14495584177823 3.00129714329727 4.74015648624515
"merge.248631" 0.915854243948452 0.644178678534503 0.570745405334893 1.09711468266039 1.5018456403097 2.46169535168192 0.433872950285493 4.23429100950844 2.85353178442938 3.81537669516514
"merge.248632" -1.26022925498593 -1.19004053198645 -0.89780129331275 -0.424925366736013 1.55042910035892 2.4153530286271 -0.974247150953081 5.36039401391866 3.64165102332672 0.815637486122945
"merge.248634" 2.1258311680593 0.969495611382456 1.57145798982713 2.23009111080985 1.97048419614592 3.65253727044966 3.76099715315102 7.16545066076434 4.22697405163125 4.04217157333552
"merge.248636" 1.23223168447731 0.247408722415433 -0.682124553447647 0.858380298744509 1.71940926263197 2.35527535003856 1.26665652166985 4.81418339389759 2.56623394855246 0.948478905023554
"merge.248638" -0.0508571836067699 -0.267033526306959 -1.0902951579675 0.279683370419844 1.02438776405104 3.3092614639973 0.926477256511872 4.68375137259501 3.09147346445068 0.897114829935784
"merge.248641" -0.138651820829192 -0.0733097654979239 0.893639489826003 1.12357583338362 1.00450223056416 2.17927958508212 0.950035729873097 4.52953414177894 1.67864619385868 1.17184717740133
"merge.248644" -0.0989801789147448 -0.472874612001121 0.374358992408212 0.698612732355311 0.726054627623268 2.89024867587374 2.62233281673867 5.79988012958376 3.53637196424067 1.02047986783176
"merge.248648" 1.72787390269803 0.407972819330461 2.69273140474177 1.40422847037698 2.11857505657153 2.1529057284298 2.11496136308158 5.61567681575583 3.25280500461626 1.4155746213304
"merge.248649" 0.0103366749092382 0.141686232991836 1.3265207847665 1.65069991368822 2.58700766463931 1.72514031480567 2.13094094164634 3.77847521440997 1.44777759326323 0.579032972514374
"merge.248651" 1.09193024081476 0.712827651735027 2.06340331508884 2.54533126125983 1.20766900537577 2.49094601928374 3.12457823595076 5.92385257200175 3.46404005134058 1.1577102619158
"merge.248654" -1.96269123016075 0.317647632435525 0.635298363889303 1.45947408562961 0.715976458523999 1.85457291934568 1.73365068636425 3.7790454099188 2.35081125001341 4.46888252229573
"merge.248655" -0.0197425633167581 -0.374254970389686 0.904021153787999 0.631383241223163 0.688435289672167 1.75830591238419 -0.373863314048277 4.21098068718108 2.02370779062453 1.08927839895606
"merge.248656" -0.05498883664701 -0.683770419451866 0.202012757283865 0.88894044469663 1.02716029289982 1.5859535789834 0.435040465427261 4.97719699860673 2.38235520640133 1.29592409577015
"merge.248658" -1.26924010445171 -0.131720011534818 0.961154598828503 -0.423296375696315 0.547518584489968 -0.0375773622618777 -0.306070308228623 4.50184233109674 1.85236948490903 0.956113217244626
"merge.248659" -0.118894918427108 -0.0732842441642616 2.50373221929376 1.90456233659566 0.687357826199482 0.128309944592256 2.11739369427667 4.04398770120424 1.48483863238511 0.721001920664147
