"ESC" "CESC" "MES" "CMES" "CM" "CP" "HB" "HE" "HP" "MAC"
"Kcne1" -5.27331906154506 -8.41912166824019 -3.802439711203 -2.98172666230645 1.20499125589074 -5.37143283614136 -1.73596224496872 -4.63913473597513 -4.32037450722987 -9.96578428466209
"9130011E15Rik" 2.64390784532085 2.61528185795868 2.24462549373705 2.66237901410441 2.21826115069817 2.37324421044855 2.09053267882031 2.21498843203678 2.0038373909625 2.17207767043728
"Gm4846" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Knstrn" 3.74557881999285 3.60944199698996 3.89605330852858 4.0138178553629 3.38343594604266 3.82754319233124 3.92435840054526 4.05961400268773 4.21339830229278 0.338204667345089
"Ifi35" 0.678183646455074 0.864990076563046 0.530828064450906 -2.28139946572759 -0.754293027569614 -0.828490168369674 1.17565338731307 1.31769827310473 3.05849204799605 4.5086384072355
"Gm14851" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -3.93587173764094 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Gm4925" -3.34835150089354 -4.06354634572963 -2.78722860040539 -2.68043337582011 -3.08847759435224 -2.01050776830405 -2.28974224570225 -0.97762915989717 -1.60584949078808 -0.562418825012798
"Pask" 3.30655172201079 3.15974577338393 3.33228263904427 3.2816104081677 2.25693349497924 2.58937092408935 3.56030434962234 2.92990227422432 3.28085160806608 0.087559227886654
"Rnf34" 4.34255027868913 4.45566015728163 4.6148990783501 4.54071148902695 4.21827564037986 4.12649527336221 4.88108037061604 4.35160120396593 4.36006700555536 4.07273153091907
"Ccdc109b" -9.96578428466209 -7.16025491559982 0.932808438628305 1.87043802330782 1.11684032232624 2.68748367539373 -0.572302324176072 -2.14191157345438 -2.5807374003611 2.71856416871855
"Ankrd13c" 4.51986372121669 3.84768437510406 3.67721673690193 3.23294165608402 2.74249022436721 2.79169079043121 4.06494820122325 3.80356175979474 4.00784718014079 3.52156066367347
"Hspd1" 7.92407820963116 8.09945153436133 7.67531240217264 7.88840828994285 7.41385616653213 6.66180027961204 7.29956585675405 6.30572060140375 6.86459485872044 4.76397767326219
"Pcdhb13" -6.95067734555693 -7.41263937994356 -7.3622210911405 -6.34823967283521 -6.45387813227875 -4.51743153317144 -7.91923372222958 -5.58636769508244 -9.96578428466209 -9.96578428466209
"Atg10" -1.20484907453385 -0.575064454539067 -0.307557617711673 0.13942180947314 0.311236696751347 0.703208653219306 0.076848590844707 1.36919070742661 1.23363506418021 3.13336491003383
"Cdh9" -1.53890737325491 -2.89201474946935 -3.51501375874202 -7.45345586562887 -7.74222289831935 -9.96578428466209 -7.77037607339714 -9.96578428466209 -9.96578428466209 -2.37258115708071
"Nlrp1b" -9.96578428466209 -9.71984112279836 -7.88324412772094 -7.65576086413151 -7.74222289831935 -5.34647154101797 -8.17699201926513 -4.05984631875161 -1.53853758243235 2.51966410367933
"Kif5a" 2.5616316048345 3.19348226382456 1.11926272810341 1.66000028172583 0.623174254795386 1.08985155017505 -0.0358069333381766 -3.89177711014505 -3.53076065519463 -1.51228624260346
"Reck" 0.68528370596666 1.04126042876311 1.55446649237391 2.21498843203678 2.82943492245582 3.55949113407223 2.21538320641772 2.24026003179793 0.664222926051454 0.230291991906194
"Tfip11" 4.26674653923894 4.22003181661862 3.97054289057843 4.00466817773946 3.70461200467916 3.65843736028026 4.3638164164261 4.28972186204234 4.40044004197494 4.33894503637722
"Jph2" 1.69854920398788 1.56166667785078 0.0783516882819697 -0.346393132411204 6.92095175328435 6.90823380320261 1.25812688723466 4.02574429564198 2.73796885244791 -3.04819725269237
"Hdhd3" -2.13631526970598 -2.05747205736119 -0.447433617960278 0.0245333514418829 -2.090755816559 -0.618328015616041 0.145786485955389 -0.285781180781538 0.148299644734315 0.925564042442139
"Rxfp3" -7.42871122359247 -8.94517442326251 -6.67477059854813 -7.16025491559982 -7.80959526858714 -4.9030615761719 -7.45070779198666 -5.03695066302447 -4.87796056314971 -9.96578428466209
"Tmem114" -3.6270654802061 -3.70855224133035 -1.45083480473392 -1.03639819639456 -2.54727257395472 -7.31683440144536 0.772618464307777 -9.96578428466209 -9.96578428466209 -1.91820261247544
"Cox10" 3.01038314396794 3.25334955698726 2.98227363948248 3.14951020347935 3.20832848200888 2.3703848033651 3.19249474882146 2.89763822701265 3.01246152393286 2.85429496231422
"Ina" 5.23824216979314 5.73246917130764 2.66451315141508 3.15350024864055 1.88069821137031 -1.27556598485354 0.256040298550467 -1.89479610701838 -4.03183793443286 -5.08261314656427
"Tnni1" -2.07019971330934 -1.30877485431696 3.0335260390431 3.82082714882946 9.10572214974785 9.04833279464104 1.13318254335831 3.06148100853569 4.01004325240697 -3.4573275110218
"Katna1" 3.50637089804175 3.98368655221303 4.21062434031192 3.94320371749996 3.42514194502332 3.342455783451 4.28972186204234 3.54521666284118 3.84646177965117 3.90349709830627
"Chka" 5.23719852972831 5.35091109414473 4.49302161984897 4.70687638410553 4.18545143683844 3.88883050875405 4.09813651033705 3.63665718675067 3.87016723510879 3.84285954130185
"Nnt" 3.84804395019349 3.77127251732551 4.76397767326219 4.73566171751127 5.40663627393792 4.69725303384812 4.35631635509241 4.92319572485866 5.30939685069945 5.64297800715061
"Olfr1406" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.07592781021672 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Akap10" 2.7539267409945 2.57982856227888 2.65188421118017 2.41319237123965 1.97085938738227 1.99265521715542 3.24872905664463 2.87004390993365 3.45401291345745 4.38373577894819
"Olfr691" -9.96578428466209 -8.63172972673085 -9.96578428466209 -5.8073134702681 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Tmprss5" -1.10851756423836 -0.0681919051457725 -6.28063860763274 -6.23118631795912 -6.64529830394256 -9.01659897502912 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Cldn34c1" -7.89699448009593 -5.27739127022212 -5.40580149784208 -6.00354712845948 -4.1629811883023 -4.27163541910789 -6.27532747398679 -3.33518934999553 -5.50243326542171 -3.48880805446644
"Cep78" 3.49580081249743 3.74656056123442 3.80002664729211 3.96671270881974 3.02448952589784 3.47437568018528 3.74965737331362 2.8886357035541 3.42694733872823 2.02075467837046
"Il1f9" -4.3864469182451 -2.43020121530538 -2.69540954710687 -1.37226204129632 -1.31665243797341 -1.76557766081139 -9.96578428466209 -9.96578428466209 -9.96578428466209 -0.64878700831934
"Slc5a10" -1.36873461070338 -1.96212606541898 -1.71343764429746 -1.94103076453219 -2.20052359226107 -2.09789420349676 -2.64684025091702 -1.24957746672886 -2.50592415924543 -0.940599587832175
"Heatr5b" 2.46256767201579 2.39839617102029 2.25955498618672 2.66530433998131 3.04379685818719 2.74648547124892 2.44328309035375 3.15880875379321 3.45263371001478 3.32075006652603
"1700123I01Rik" -3.29836896137085 -2.4072432081949 -6.48254642006222 -6.44414249472958 -9.96578428466209 -7.49889040188451 -7.21685925604569 -6.0443066125166 -9.96578428466209 -2.35997014858461
"Oog2" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Skint1" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"BB287469" -1.86225586889188 -0.843842615977373 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Celsr2" 1.34974793626498 1.95493540095611 0.992337122881705 1.66564334547552 1.30675415747863 1.89071707080718 -0.236379240652531 0.620088547262135 0.623174254795386 -3.02151561662864
"Agfg2" 3.64310030672312 3.70089670350254 3.5049218017825 3.78936097686344 4.42611271598204 4.20473252462193 2.95060257889764 3.84646177965117 5.35402000697957 4.78326823656769
"Aqp5" -1.81003996765711 -2.05783512282053 -3.05011228578802 -3.78674096746851 -4.91884324959864 -7.45208182880776 -2.44904430528382 -9.96578428466209 -5.08777807992995 -4.70613799511078
"Nkx2-3" -7.34398740587342 -8.87696703969549 -5.59693479802027 -5.17750843677853 -5.41791772463385 1.21643190652634 -7.45070779198666 -2.35573725596737 -5.02082290938898 -9.96578428466209
"Gnptab" 3.24256010384149 3.2374253968875 2.57076972398286 2.71939343127584 1.85990516983231 1.29694964523683 2.27382839707161 1.77857485779104 2.66848617686555 4.07214219590434
"Snapc2" 3.01281612052091 2.96869181917558 3.32434682789348 3.47143410137818 3.23675821875707 3.2872686868828 3.16001003278538 3.26908966030385 3.29990647383757 3.48425080016073
"Fbxo47" -2.37762156997698 -2.12627505296446 -2.22655189856346 -2.39214856770484 -2.30813384711173 -2.54727257395472 -0.912276046409425 -0.639834437632156 -0.876215271858191 -0.152522276704345
"Lilra5" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -7.53632995336266 -5.51541271557289 -6.27532747398679 0.137046576886805
"Nxf7" -2.58154689970973 -2.58934748104121 -1.773249498679 -0.789414059079328 -1.31368040450273 2.05265612858887 -0.0184272347529971 1.4312589684258 -1.4215320703681 1.45699989864117
"1700016H13Rik" -2.60193182428884 -2.50592415924543 -3.0256741556694 -2.96130154691845 -4.18638850451988 -1.9431083420724 -2.64262943747518 -1.86735249154149 -3.41499852654843 -9.96578428466209
"Mrpl23" 4.49113091400294 5.20617596469144 5.1110610800481 5.92616820559013 5.97312412907167 6.12536825801099 0.550150701245493 -0.0207009064084276 -0.116245193244048 0.295289441739202
"Azin1" 5.78608673936493 5.19511002935404 6.02789849949705 5.5771293870188 5.61534598797214 6.23114627267754 7.02438543675195 6.51417467522468 6.98912162873826 7.18340218614576
"Usp43" 0.926026194611123 0.25068234296131 0.327745536404086 -0.0151369896192267 -0.974570439849898 -0.587522241775461 0.77383263627146 0.604916191877472 -0.469525952456221 -9.96578428466209
"Stra8" 0.460636203727632 1.4606274384043 -9.96578428466209 -9.96578428466209 -9.96578428466209 -7.36866802677526 -9.96578428466209 -5.97746220327548 -9.96578428466209 -3.37690640523192
"Olfr911-ps1" -9.96578428466209 -8.41912166824019 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -4.57725131373817 -4.18808699779673
"Copz1" 5.94007796098658 5.90767057968443 5.84746537412908 6.15361300890624 5.89414330446081 6.06145542847374 5.2319187073158 5.30344576857081 6.21086857903724 5.62083153617557
"Kifc2" 2.35516398231239 1.87585046713854 3.35615445660959 3.71696189996429 2.80178032970533 2.721587345891 3.41814775714483 1.23231368650893 1.41712285671111 -0.608619054504883
"Aip" 5.01673468961103 5.13077414177093 5.06310195657113 5.20308902258491 5.40242337321708 4.7978938097393 4.78637300545839 4.9538787053438 4.64883122507683 5.46050100126095
"Gm14459" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Olfr984" -6.40755871540772 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Hgs" 5.20464800289649 4.96991759419565 4.85337500351469 5.15927926983616 5.40183086970153 5.29459044317779 4.45802908752422 4.80151563520049 4.81036423759382 5.03022537328339
"Igsf6" -3.69971304928967 -3.02957269736753 -1.54459698536695 -1.28795868972087 -2.02979772600758 -2.08661448054888 -0.984863206309167 -0.831486116625493 2.12711463040065 6.05538705426844
"Pafah1b2" 3.92095792581046 3.29164314050599 4.4683860555256 4.28116226840452 4.14231970736899 4.49041022510747 5.05595918368749 5.72800574585639 5.719898973664 5.50407531027448
"Gabrd" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -7.29698309564108 -9.96578428466209 -9.96578428466209 -4.88884532153996
"Pwwp2a" 3.66010789211597 3.69020596099443 4.02947742173595 4.032053446949 3.70073761071968 4.10222698548718 4.31241071239253 4.17224492576771 4.20075245999994 2.6822626408935
"Methig1" -2.91715444420743 -2.4979464974071 -4.64872525339631 -4.10772186169159 -3.37129875157541 -3.89911125248752 -4.26252754283077 -4.07526851162138 -4.4725440587698 -1.17575676210612
"Polb" 3.26346594157401 3.47890332999462 3.66847576338216 3.77346201661942 3.75939526894844 3.40692300372997 3.84556266663168 3.4064907944994 3.60600925845581 3.65221570908546
"Prp2" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Trat1" -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.07592781021672 -5.9442744993 -4.04641922384623 -5.50165342266916 -4.97021255823412 -9.96578428466209 -9.96578428466209
"Ugt1a5" -8.96755622420626 -9.68504879245633 -7.33127339237887 -5.36293658606924 -5.91363613263326 -3.21813804019656 -5.7171203458374 -0.629102663290591 0.112598383313869 6.66365501471686
"Aanat" -6.1227834744073 -9.08805875314289 -5.81786804759861 -7.3622210911405 -4.64683963905029 -7.25216273324181 -4.92555499659778 -4.97021255823412 -3.84388799469863 -1.77527401303917
"Ampd2" 5.44199545562486 5.73375249128851 5.43514329514677 5.62648042129901 5.60041315074321 5.75996693126582 5.56226019208922 5.78059030008796 6.63878743721782 4.74877970831477
"Vbp1" 4.99059873538804 4.63981524352042 4.87361316454241 4.03292295651149 3.86672492312942 3.98993911495241 5.48958448029416 5.18335756354214 5.23526094527282 3.74101746123695
"Acd" 3.65827789295153 3.82336187557073 3.52009286286953 4.00434811315327 3.86933719104155 4.30120178799721 2.92268050470835 3.0846084029859 3.71203688211684 2.7291485268324
"Krt73" -7.16656872901616 -9.63359147517335 -6.0443066125166 -9.96578428466209 -9.96578428466209 -9.04368599955391 -4.60049560412458 -3.38140462383044 -5.64103095155899 -0.867953802703174
"Ifngr1" 0.982988553070152 0.707531242435298 2.01768899951225 2.0706606600934 2.47395023718156 1.63066620582381 2.66602422789205 3.28370238503279 3.31189710080942 6.37896413601557
"Gimap3" -7.36866802677526 -6.58445222984752 -4.803770537549 -3.99987681797342 -4.97021255823412 -4.63748277456753 -9.96578428466209 -4.21539235492613 -9.96578428466209 -9.96578428466209
"Gys2" -9.96578428466209 -9.70728803458997 -7.70391743858199 -9.96578428466209 -8.44662438023202 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Pcdhga10" 2.71957538076403 2.71039778822947 3.75323790067639 4.43417694755546 4.81351537818682 4.82423128641031 3.23993105284373 3.67574668833435 1.98523247398335 1.99034419543596
"Wdr62" 3.45900727218827 3.76989638301807 2.0841028234213 2.57603952734076 1.53093377021359 1.62109006178072 1.33888417552523 1.69314366585749 1.84750707747681 1.11015496425539
"Dmrt3" -3.1579266824314 -3.27627241498274 -2.39515161449005 -1.32263779551607 -2.14161798013229 -0.843842615977373 -3.0300186621866 -1.40446234777436 -5.22631438142899 -9.96578428466209
"Pde4dip" 3.1272285869996 3.15586542306358 3.03451794795262 3.26721351829916 4.7674072647732 3.543228213875 4.81963016808545 4.98676600958085 3.79215834398443 4.11048541609694
"Rpl31" 8.54024527937858 8.92715979583126 8.33988125475212 8.83997145137087 8.92715979583126 8.54024527937858 5.24131763541734 4.67755804886287 5.07928009579083 4.54279270957776
"Gmeb1" 3.58495271707551 3.75651517670057 3.68627128008422 3.92613252132943 3.35720974208255 3.6006859244054 3.53309796399042 3.06310315323881 3.20820572245642 2.42384083703485
"Akap6" -6.00658449336383 -7.69902647853389 -3.28451731934995 -3.61293436048869 0.762830725182509 0.130096426234429 -3.51454151771778 -1.37172344057449 -2.86094635455398 1.02720612820062
"Rp1" -9.96578428466209 -9.96578428466209 -6.22921425163975 -5.27670752337727 -7.41263937994356 -7.62366022601324 -6.90466646489447 -5.51541271557289 -6.95067734555693 -9.96578428466209
"Hbb-y" 1.94079961002196 -4.72306142547207 -9.96578428466209 -9.96578428466209 -2.60389260967579 0.952552104479437 -3.80496872708541 2.71020395694742 9.5995569618381 2.58413812090796
"Man1b1" 3.19249474882146 3.64737782894964 4.31792501440558 4.21223014120518 3.98873355157855 4.20204631941518 4.67452428110414 4.68686536272765 4.537883273541 5.0050259616462
"Gm5878" -4.54119089718356 -4.29581275227362 -4.70925316033621 -6.23118631795912 -8.41912166824019 -9.07285844379839 -4.80129242849893 -6.34823967283521 -5.42912973847192 -4.70613799511078
"Rps24" 11.1117072828071 11.1895215097437 10.3612799385959 10.6660921645924 10.5411776750822 10.4682584942228 7.28659461395547 6.68231352308067 6.95197089664431 6.31143057679071
"Mis18a" 3.70394054994996 3.65451339385317 4.03488196050239 4.40328648681741 3.40053289069635 3.84732237353982 3.84972867978988 3.44156309048599 3.60347076353478 2.52945021963901
"Spg11" 3.05274576023272 3.07660698526209 2.86825919999891 2.74175238821359 2.64607278498273 3.02656492195242 2.90707538331974 3.10315964403195 3.11090215126287 3.93099575424447
"Slmo2" 5.42910599470655 5.43137500531246 4.72796701972457 4.45802908752422 4.20978670210616 4.59476952591938 5.2364484798212 5.11006323529944 5.19416514433648 5.10307959816398
"Cpeb3" 0.962766473512037 1.42671275363089 -0.152991490713213 -0.506116048479727 1.03805992858483 -0.65870524933095 0.870970568369601 1.07740560533308 1.02650857128613 4.00576556153477
"Xrn2" 4.8234680797079 5.00958018391795 5.31136402533991 5.1136213336409 4.5858374699396 4.84425136650912 5.53132452538218 5.32290190359557 5.41339773494111 4.81726924402962
"Tmem50b" 1.79490921628276 2.25041732477274 1.23650777830133 1.86526892407485 2.69667845665052 2.10743406138601 1.13884197542839 1.33538863740279 1.05094512634689 3.43924724721238
"Pip" -6.90466646489447 -5.53382865511867 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Olfr642" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Lcor" -0.463339159654104 -0.814460385507735 -0.535799134893194 -1.01944804395915 -0.891840285728956 -0.00658392377198304 0.723044832251576 1.20641056910557 1.75444742081154 2.18191911581876
"Olfr1261" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
